begin_datetime_utc,begin_datetime_mpt,pool_price,forecast_pool_price,rolling_30day_avg
2011-01-01 07:00,2011-01-01 00:00,31.12,30.0,59.86
2011-01-01 08:00,2011-01-01 01:00,30.77,31.31,59.86
2011-01-01 09:00,2011-01-01 02:00,27.13,30.21,59.85
2011-01-01 10:00,2011-01-01 03:00,24.11,24.11,59.84
2011-01-01 11:00,2011-01-01 04:00,24.08,24.12,59.83
2011-01-01 12:00,2011-01-01 05:00,24.04,24.05,59.82
2011-01-01 13:00,2011-01-01 06:00,23.83,24.13,59.43
2011-01-01 14:00,2011-01-01 07:00,21.10,20.98,59.10
2011-01-01 15:00,2011-01-01 08:00,20.36,14.77,58.80
2011-01-01 16:00,2011-01-01 09:00,20.36,20.2,58.67
2011-01-01 17:00,2011-01-01 10:00,21.31,21.3,58.54
2011-01-01 18:00,2011-01-01 11:00,23.91,24.09,58.29
2011-01-01 19:00,2011-01-01 12:00,24.05,24.04,58.16
2011-01-01 20:00,2011-01-01 13:00,24.06,24.05,58.03
2011-01-01 21:00,2011-01-01 14:00,24.12,24.15,57.81
2011-01-01 22:00,2011-01-01 15:00,24.15,26.74,57.55
2011-01-01 23:00,2011-01-01 16:00,27.18,28.54,56.94
2011-01-02 00:00,2011-01-01 17:00,26.74,24.29,56.31
2011-01-02 01:00,2011-01-01 18:00,24.16,24.1,55.70
2011-01-02 02:00,2011-01-01 19:00,24.12,24.13,55.11
2011-01-02 03:00,2011-01-01 20:00,24.12,24.42,54.53
2011-01-02 04:00,2011-01-01 21:00,24.93,24.88,54.51
2011-01-02 05:00,2011-01-01 22:00,24.45,25.09,54.50
2011-01-02 06:00,2011-01-01 23:00,23.52,23.77,54.49
2011-01-02 07:00,2011-01-02 00:00,20.73,20.54,54.47
2011-01-02 08:00,2011-01-02 01:00,20.79,20.46,54.46
2011-01-02 09:00,2011-01-02 02:00,20.89,21.03,54.45
2011-01-02 10:00,2011-01-02 03:00,22.46,24.12,54.44
2011-01-02 11:00,2011-01-02 04:00,22.60,24.07,54.43
2011-01-02 12:00,2011-01-02 05:00,24.05,24.14,54.40
2011-01-02 13:00,2011-01-02 06:00,24.11,24.09,54.37
2011-01-02 14:00,2011-01-02 07:00,20.91,17.58,54.34
2011-01-02 15:00,2011-01-02 08:00,23.03,23.15,54.31
2011-01-02 16:00,2011-01-02 09:00,24.06,22.86,54.30
2011-01-02 17:00,2011-01-02 10:00,27.82,26.23,54.30
2011-01-02 18:00,2011-01-02 11:00,29.85,30.21,54.30
2011-01-02 19:00,2011-01-02 12:00,34.99,35.5,54.30
2011-01-02 20:00,2011-01-02 13:00,31.31,29.75,54.31
2011-01-02 21:00,2011-01-02 14:00,31.62,30.09,54.32
2011-01-02 22:00,2011-01-02 15:00,34.15,36.59,54.33
2011-01-02 23:00,2011-01-02 16:00,27.53,30.49,54.32
2011-01-03 00:00,2011-01-02 17:00,34.88,31.41,54.30
2011-01-03 01:00,2011-01-02 18:00,37.94,40.29,54.29
2011-01-03 02:00,2011-01-02 19:00,47.41,103.12,54.30
2011-01-03 03:00,2011-01-02 20:00,43.22,52.23,54.31
2011-01-03 04:00,2011-01-02 21:00,41.54,42.12,54.32
2011-01-03 05:00,2011-01-02 22:00,37.71,34.96,54.34
2011-01-03 06:00,2011-01-02 23:00,30.62,29.64,54.34
2011-01-03 07:00,2011-01-03 00:00,24.89,24.98,54.34
2011-01-03 08:00,2011-01-03 01:00,27.00,29.9,54.34
2011-01-03 09:00,2011-01-03 02:00,29.15,31.46,54.34
2011-01-03 10:00,2011-01-03 03:00,24.17,25.07,54.35
2011-01-03 11:00,2011-01-03 04:00,25.16,24.53,54.35
2011-01-03 12:00,2011-01-03 05:00,29.80,33.38,54.35
2011-01-03 13:00,2011-01-03 06:00,26.21,30.48,54.37
2011-01-03 14:00,2011-01-03 07:00,30.91,28.13,54.38
2011-01-03 15:00,2011-01-03 08:00,36.10,31.31,54.39
2011-01-03 16:00,2011-01-03 09:00,33.03,35.42,54.40
2011-01-03 17:00,2011-01-03 10:00,32.47,32.32,54.40
2011-01-03 18:00,2011-01-03 11:00,30.91,30.01,54.40
2011-01-03 19:00,2011-01-03 12:00,35.97,38.2,54.41
2011-01-03 20:00,2011-01-03 13:00,34.98,36.78,54.42
2011-01-03 21:00,2011-01-03 14:00,33.51,33.57,54.43
2011-01-03 22:00,2011-01-03 15:00,35.48,26.65,54.44
2011-01-03 23:00,2011-01-03 16:00,36.12,31.49,54.45
