begin_datetime_utc,begin_datetime_mpt,pool_price,forecast_pool_price,rolling_30day_avg
2002-01-01 07:00,2002-01-01 00:00,24.50,24.5,33.84
2002-01-01 08:00,2002-01-01 01:00,22.63,17.0,33.86
2002-01-01 09:00,2002-01-01 02:00,17.00,17.0,33.86
2002-01-01 10:00,2002-01-01 03:00,17.00,17.0,33.87
2002-01-01 11:00,2002-01-01 04:00,17.00,17.0,33.88
2002-01-01 12:00,2002-01-01 05:00,17.00,17.0,33.89
2002-01-01 13:00,2002-01-01 06:00,17.00,24.5,33.91
2002-01-01 14:00,2002-01-01 07:00,17.00,43.9,33.91
2002-01-01 15:00,2002-01-01 08:00,23.00,43.9,33.91
2002-01-01 16:00,2002-01-01 09:00,23.00,43.9,33.92
2002-01-01 17:00,2002-01-01 10:00,23.93,43.91,33.91
2002-01-01 18:00,2002-01-01 11:00,24.50,43.91,33.91
2002-01-01 19:00,2002-01-01 12:00,24.50,43.9,33.91
2002-01-01 20:00,2002-01-01 13:00,25.54,43.9,33.92
2002-01-01 21:00,2002-01-01 14:00,32.79,43.9,33.95
2002-01-01 22:00,2002-01-01 15:00,27.20,43.9,33.95
2002-01-01 23:00,2002-01-01 16:00,40.22,24.5,33.91
2002-01-02 00:00,2002-01-01 17:00,50.90,35.61,33.87
2002-01-02 01:00,2002-01-01 18:00,40.16,24.81,33.84
2002-01-02 02:00,2002-01-01 19:00,35.88,24.5,33.82
2002-01-02 03:00,2002-01-01 20:00,40.16,24.5,33.82
2002-01-02 04:00,2002-01-01 21:00,43.37,43.91,33.83
2002-01-02 05:00,2002-01-01 22:00,31.68,35.87,33.83
2002-01-02 06:00,2002-01-01 23:00,25.39,24.5,33.82
2002-01-02 07:00,2002-01-02 00:00,20.59,47.28,33.82
2002-01-02 08:00,2002-01-02 01:00,11.78,35.87,33.78
2002-01-02 09:00,2002-01-02 02:00,17.00,27.47,33.79
2002-01-02 10:00,2002-01-02 03:00,17.00,24.5,33.79
2002-01-02 11:00,2002-01-02 04:00,17.00,24.81,33.78
2002-01-02 12:00,2002-01-02 05:00,29.00,35.61,33.80
2002-01-02 13:00,2002-01-02 06:00,44.89,47.28,33.80
2002-01-02 14:00,2002-01-02 07:00,31.25,47.6,33.79
2002-01-02 15:00,2002-01-02 08:00,42.70,47.77,33.78
2002-01-02 16:00,2002-01-02 09:00,43.60,47.77,33.78
2002-01-02 17:00,2002-01-02 10:00,43.91,47.78,33.79
2002-01-02 18:00,2002-01-02 11:00,40.47,47.78,33.79
2002-01-02 19:00,2002-01-02 12:00,36.55,47.77,33.79
