begin_datetime_utc,begin_datetime_mpt,pool_price,forecast_pool_price,rolling_30day_avg
2018-01-01 07:00,2018-01-01 00:00,45.90,46.06,22.15
2018-01-01 08:00,2018-01-01 01:00,45.25,46.79,22.19
2018-01-01 09:00,2018-01-01 02:00,40.00,38.99,22.22
2018-01-01 10:00,2018-01-01 03:00,39.97,39.97,22.25
2018-01-01 11:00,2018-01-01 04:00,39.99,39.97,22.28
2018-01-01 12:00,2018-01-01 05:00,40.02,41.0,22.31
2018-01-01 13:00,2018-01-01 06:00,40.02,42.02,22.34
2018-01-01 14:00,2018-01-01 07:00,37.95,38.34,22.37
2018-01-01 15:00,2018-01-01 08:00,36.43,36.43,22.39
2018-01-01 16:00,2018-01-01 09:00,36.43,36.45,22.42
2018-01-01 17:00,2018-01-01 10:00,36.43,36.47,22.44
2018-01-01 18:00,2018-01-01 11:00,36.43,36.43,22.46
2018-01-01 19:00,2018-01-01 12:00,35.77,36.43,22.49
2018-01-01 20:00,2018-01-01 13:00,34.54,34.54,22.51
2018-01-01 21:00,2018-01-01 14:00,34.92,34.32,22.53
2018-01-01 22:00,2018-01-01 15:00,34.54,35.84,22.55
2018-01-01 23:00,2018-01-01 16:00,35.10,35.12,22.57
2018-01-02 00:00,2018-01-01 17:00,36.43,36.43,22.58
2018-01-02 01:00,2018-01-01 18:00,36.43,36.43,22.59
2018-01-02 02:00,2018-01-01 19:00,35.74,36.43,22.60
2018-01-02 03:00,2018-01-01 20:00,35.23,36.43,22.61
2018-01-02 04:00,2018-01-01 21:00,33.53,33.25,22.61
2018-01-02 05:00,2018-01-01 22:00,32.09,31.88,22.61
2018-01-02 06:00,2018-01-01 23:00,31.74,32.73,22.62
2018-01-02 07:00,2018-01-02 00:00,31.74,31.74,22.62
2018-01-02 08:00,2018-01-02 01:00,31.74,31.74,22.64
2018-01-02 09:00,2018-01-02 02:00,31.62,31.74,22.65
2018-01-02 10:00,2018-01-02 03:00,30.70,31.35,22.67
2018-01-02 11:00,2018-01-02 04:00,31.57,31.25,22.68
2018-01-02 12:00,2018-01-02 05:00,32.58,32.34,22.70
2018-01-02 13:00,2018-01-02 06:00,34.48,35.8,22.72
2018-01-02 14:00,2018-01-02 07:00,34.69,35.08,22.73
2018-01-02 15:00,2018-01-02 08:00,34.54,34.54,22.74
2018-01-02 16:00,2018-01-02 09:00,34.54,34.54,22.75
2018-01-02 17:00,2018-01-02 10:00,34.39,34.45,22.76
2018-01-02 18:00,2018-01-02 11:00,34.54,34.54,22.77
2018-01-02 19:00,2018-01-02 12:00,34.54,34.54,22.79
2018-01-02 20:00,2018-01-02 13:00,34.54,34.54,22.81
2018-01-02 21:00,2018-01-02 14:00,34.54,34.54,22.83
2018-01-02 22:00,2018-01-02 15:00,34.20,34.54,22.85
2018-01-02 23:00,2018-01-02 16:00,32.80,33.0,22.86
2018-01-03 00:00,2018-01-02 17:00,33.25,33.25,22.88
2018-01-03 01:00,2018-01-02 18:00,33.25,33.25,22.89
2018-01-03 02:00,2018-01-02 19:00,33.23,33.22,22.90
2018-01-03 03:00,2018-01-02 20:00,33.25,34.35,22.91
2018-01-03 04:00,2018-01-02 21:00,33.25,33.02,22.93
2018-01-03 05:00,2018-01-02 22:00,32.65,32.34,22.94
2018-01-03 06:00,2018-01-02 23:00,31.96,32.36,22.96
2018-01-03 07:00,2018-01-03 00:00,31.74,31.83,22.98
2018-01-03 08:00,2018-01-03 01:00,31.74,31.74,22.99
2018-01-03 09:00,2018-01-03 02:00,31.45,31.58,23.01
2018-01-03 10:00,2018-01-03 03:00,31.14,31.35,23.03
2018-01-03 11:00,2018-01-03 04:00,30.59,30.56,23.04
2018-01-03 12:00,2018-01-03 05:00,31.60,32.08,23.06
2018-01-03 13:00,2018-01-03 06:00,33.51,33.05,23.08
2018-01-03 14:00,2018-01-03 07:00,33.81,33.0,23.10
2018-01-03 15:00,2018-01-03 08:00,35.74,34.9,23.12
2018-01-03 16:00,2018-01-03 09:00,36.43,36.43,23.14
2018-01-03 17:00,2018-01-03 10:00,36.43,36.43,23.16
2018-01-03 18:00,2018-01-03 11:00,36.43,36.43,23.18
2018-01-03 19:00,2018-01-03 12:00,35.55,35.8,23.19
2018-01-03 20:00,2018-01-03 13:00,33.77,33.9,23.21
2018-01-03 21:00,2018-01-03 14:00,34.54,34.54,23.23
2018-01-03 22:00,2018-01-03 15:00,34.54,35.45,23.25
2018-01-03 23:00,2018-01-03 16:00,35.58,35.8,23.27
2018-01-04 00:00,2018-01-03 17:00,36.43,36.43,23.29
2018-01-04 01:00,2018-01-03 18:00,36.43,36.43,23.32
2018-01-04 02:00,2018-01-03 19:00,36.43,36.43,23.35
2018-01-04 03:00,2018-01-03 20:00,34.91,34.54,23.37
