begin_datetime_utc,begin_datetime_mpt,pool_price,forecast_pool_price,rolling_30day_avg
2010-01-01 07:00,2010-01-01 00:00,51.12,49.68,51.47
2010-01-01 08:00,2010-01-01 01:00,48.79,38.0,51.49
2010-01-01 09:00,2010-01-01 02:00,39.56,44.45,51.51
2010-01-01 10:00,2010-01-01 03:00,36.27,36.21,51.51
2010-01-01 11:00,2010-01-01 04:00,36.16,36.24,51.51
2010-01-01 12:00,2010-01-01 05:00,34.90,36.76,51.51
2010-01-01 13:00,2010-01-01 06:00,33.33,34.94,51.49
2010-01-01 14:00,2010-01-01 07:00,21.16,32.28,51.45
2010-01-01 15:00,2010-01-01 08:00,24.42,30.13,51.40
2010-01-01 16:00,2010-01-01 09:00,16.40,15.38,51.35
2010-01-01 17:00,2010-01-01 10:00,22.94,19.72,51.31
2010-01-01 18:00,2010-01-01 11:00,33.10,30.14,51.28
2010-01-01 19:00,2010-01-01 12:00,39.24,37.98,51.27
2010-01-01 20:00,2010-01-01 13:00,37.87,36.32,51.27
2010-01-01 21:00,2010-01-01 14:00,38.22,30.66,51.27
2010-01-01 22:00,2010-01-01 15:00,37.33,38.28,51.26
2010-01-01 23:00,2010-01-01 16:00,41.98,31.19,51.07
2010-01-02 00:00,2010-01-01 17:00,57.66,52.74,49.94
2010-01-02 01:00,2010-01-01 18:00,51.75,51.63,49.53
2010-01-02 02:00,2010-01-01 19:00,50.68,53.27,49.18
2010-01-02 03:00,2010-01-01 20:00,48.06,57.2,49.10
2010-01-02 04:00,2010-01-01 21:00,45.03,43.88,49.08
2010-01-02 05:00,2010-01-01 22:00,44.59,44.99,49.08
2010-01-02 06:00,2010-01-01 23:00,38.85,41.54,49.05
2010-01-02 07:00,2010-01-02 00:00,28.44,29.15,49.04
2010-01-02 08:00,2010-01-02 01:00,29.42,26.07,49.02
2010-01-02 09:00,2010-01-02 02:00,25.99,27.15,48.99
2010-01-02 10:00,2010-01-02 03:00,25.42,28.39,48.95
2010-01-02 11:00,2010-01-02 04:00,16.82,23.75,48.90
2010-01-02 12:00,2010-01-02 05:00,17.61,21.7,48.85
